datetimeUtc,location_id,location_name,latitude,longitude,date,time,pm1,pm10,pm2.5,relativehumidity,temperature,um003,AQI_pm2.5,AQI_pm10,AQI
2024-10-12 01:00:00+00:00,2860223,GK1 (Oberoi Terrace),28.5500047,77.2431058,2024-10-12,01:00:00,58.489285469055176,96.6912701924642,93.3855152130127,55.83690484364828,24.01250012715657,15098.73006184896,190.52229721905434,71.42872239430746,190.52229721905434
2024-10-12 02:00:00+00:00,2860223,GK1 (Oberoi Terrace),28.5500047,77.2431058,2024-10-12,02:00:00,52.48338254292806,86.10848236083984,83.29796600341797,53.82663663228353,24.53234100341797,13597.69189453125,179.9989318686868,66.24315635681153,179.9989318686868
2024-10-12 03:00:00+00:00,2860223,GK1 (Oberoi Terrace),28.5500047,77.2431058,2024-10-12,03:00:00,53.34325408935547,87.4782231648763,84.81185468037923,45.63680553436279,28.150099118550617,13826.675537109377,181.57822564128074,66.91432935078939,181.57822564128074
2024-10-12 04:00:00+00:00,2860223,GK1 (Oberoi Terrace),28.5500047,77.2431058,2024-10-12,04:00:00,42.34052594502767,74.23621114095052,66.9591760635376,35.5276788075765,33.05257908503214,11111.362141927084,162.954251109486,60.42574345906576,162.954251109486
2024-10-12 05:00:00+00:00,2860223,GK1 (Oberoi Terrace),28.5500047,77.2431058,2024-10-12,05:00:00,36.08571497599284,67.56547578175862,56.70595200856527,32.901190439860024,34.10238075256348,9461.869140625,152.25805320176988,57.157083133061725,152.25805320176988
2024-10-12 06:00:00+00:00,2860223,GK1 (Oberoi Terrace),28.5500047,77.2431058,2024-10-12,06:00:00,38.80238119761149,70.55654843648274,61.10848331451416,33.20357195536295,32.9607146581014,10206.197916666666,156.85078870534144,58.62270873387654,156.85078870534144
2024-10-12 07:00:00+00:00,2860223,GK1 (Oberoi Terrace),28.5500047,77.2431058,2024-10-12,07:00:00,34.32113075256348,65.29627958933513,53.59791660308838,30.606398741404217,32.87366040547689,8891.170979817709,145.33989567756652,56.04517699877421,145.33989567756652
2024-10-12 08:00:00+00:00,2860223,GK1 (Oberoi Terrace),28.5500047,77.2431058,2024-10-12,08:00:00,37.22083346048991,69.27003860473633,58.77420616149902,30.34424606959025,33.13571421305338,9830.865071614584,154.41566290820236,57.9923189163208,154.41566290820236
2024-10-12 09:00:00+00:00,2860223,GK1 (Oberoi Terrace),28.5500047,77.2431058,2024-10-12,09:00:00,34.125,64.63809490203857,52.8952382405599,29.85595226287841,33.04523785909017,8752.857055664062,143.61833368937175,55.7226665019989,143.61833368937175
2024-10-12 10:00:00+00:00,2860223,GK1 (Oberoi Terrace),28.5500047,77.2431058,2024-10-12,10:00:00,31.644047419230144,59.63095283508301,48.95595264434815,28.98452361424764,32.88095283508301,7689.4047444661455,133.96708397865297,53.26916688919067,133.96708397865297
2024-10-12 11:00:00+00:00,2860223,GK1 (Oberoi Terrace),28.5500047,77.2431058,2024-10-12,11:00:00,31.24642833073933,58.801785469055176,48.319345792134605,30.14255936940511,31.926934560139973,7506.211263020833,132.4073971907298,52.86287487983704,132.4073971907298
2024-10-12 12:00:00+00:00,2860223,GK1 (Oberoi Terrace),28.5500047,77.2431058,2024-10-12,12:00:00,29.58492072423299,55.476388931274414,45.8244047164917,31.217857201894123,30.46726195017497,6825.430501302083,126.29479155540466,51.233430576324466,126.29479155540466
